,num_employees,income,energy_usage,co2
1737,8337,506306000,50000,87700
1738,8150,501973000,52000,73900
1739,9910,705928000,60000,86700
1740,13644,503150000,27000,68900
1741,8575,372182000,56000,82700
1742,14969,475613000,49000,88900
1743,6927,524109000,61000,84900
1744,10673,543447000,37000,76800
1745,14992,396378000,55000,79300
1746,9542,806854000,50000,91700
1747,10194,547116000,76000,93000
1748,12722,460908000,37000,72500
1749,7978,490579000,64000,100900
1750,10877,729798000,52000,88000
1751,12518,385392000,47000,72600
1752,10563,346089000,39000,71800
1753,9010,627427000,58000,99400
1754,9843,551063000,35000,74300
1755,11500,454336000,47000,83800
1756,10580,545470000,37000,72300
1757,6538,648433000,57000,100800
1758,5087,598770000,44000,76900
1759,9171,511248000,52000,85000
1760,9557,553939000,66000,95000
1761,6395,415097000,28000,67500
1762,8285,573916000,59000,79800
1763,12381,547466000,33000,74100
1764,11983,583209000,36000,78600
1765,15152,275854000,64000,88200
1766,12443,364085000,51000,85700
1767,9897,563877000,42000,73600
1768,7973,505983000,37000,77700
1769,12624,326014000,30000,76700
1770,12030,332599000,44000,69800
1771,13794,647101000,45000,78500
1772,9654,642913000,53000,84700
1773,10338,511769000,64000,87100
1774,12476,460960000,64000,97000
1775,11450,551488000,45000,79500
1776,14230,400256000,56000,90300
1777,8344,646318000,55000,78900
1778,6764,505503000,78000,103600
1779,9176,447549000,29000,62600
1780,4275,354126000,58000,78900
1781,9608,555860000,61000,89800
1782,7025,258294000,52000,73400
1783,10654,343419000,46000,77500
1784,12916,605964000,41000,74400
1785,13284,530468000,19000,68800
1786,13150,616606000,78000,110400
1787,14416,588470000,54000,94800
1788,7691,401593000,33000,70800
1789,4172,450184000,44000,75400
1790,13112,696637000,34000,75600
1791,15316,505626000,52000,83100
1792,11757,518964000,64000,90000
1793,9193,481334000,55000,79800
1794,12038,562128000,65000,97000
1795,8870,447841000,51000,75300
1796,7295,379586000,43000,78700
1797,11954,505505000,43000,87600
1798,7775,578656000,39000,84500
1799,7819,422959000,45000,76700
1800,9146,654231000,43000,79800
1801,10913,641359000,45000,78500
1802,7682,446975000,62000,92900
1803,13128,631875000,31000,78400
1804,10926,621517000,37000,81400
1805,6941,382526000,74000,88300
1806,10625,455182000,64000,94000
1807,7580,410651000,59000,89700
1808,9287,651473000,54000,87700
1809,12422,567646000,105000,116600
1810,10163,565251000,61000,88600
1811,12319,595629000,54000,86200
1812,9644,489042000,64000,81500
1813,10402,637878000,47000,81000
1814,9925,668184000,32000,81200
1815,11036,535803000,64000,91000
1816,10369,298866000,40000,82200
1817,11626,579071000,41000,81900
1818,12037,345169000,58000,89000
1819,13418,422131000,44000,73400
1820,7932,654047000,66000,97400
1821,11284,455577000,53000,81200
1822,12299,314852000,42000,75100
1823,10490,423651000,44000,76400
1824,9757,407213000,37000,72500
1825,9997,460481000,37000,77100
1826,12050,477821000,78000,95700
1827,11967,573853000,63000,87200
1828,7560,537404000,64000,90500
1829,7820,547485000,82000,106400
1830,9062,636252000,65000,92300
1831,6970,564378000,42000,80900
1832,11906,415313000,70000,94200
1833,10026,221105000,52000,86000
1834,8569,661877000,47000,75500
1835,15686,609379000,37000,87800
1836,4447,680670000,30000,65500
1837,9868,955613000,55000,88200
1838,6513,478275000,66000,94500
1839,8236,605890000,52000,84300
1840,8046,679584000,46000,93600
1841,10032,422681000,47000,80300
1842,10457,382474000,48000,84000
1843,12621,467694000,44000,85100
1844,9901,460725000,51000,82800
1845,11509,583151000,42000,76600
1846,9793,501135000,34000,79900
1847,11023,509016000,55000,84700
1848,8892,525582000,58000,92700
1849,15601,479120000,34000,81800
1850,12445,658271000,49000,78500
1851,7809,498274000,29000,66400
1852,8744,600540000,54000,85000
1853,11942,315588000,41000,74400
1854,8291,495585000,62000,94600
1855,4009,451359000,44000,59400
1856,8951,384607000,52000,78100
1857,10079,592011000,31000,70300
1858,9445,543442000,37000,76200
1859,12469,456489000,55000,80100
1860,7596,695475000,32000,79200
1861,9648,514045000,27000,64000
1862,12848,540807000,34000,62000
1863,9531,530790000,72000,102800
1864,4737,524888000,60000,78700
1865,10813,573828000,23000,74000
1866,7755,176910000,64000,81300
1867,7165,704660000,39000,81400
1868,12561,393379000,62000,85500
1869,9887,575436000,60000,84400
1870,8368,469874000,44000,72600
1871,11629,505885000,57000,89200
1872,6688,638572000,42000,81900
1873,12583,636726000,74000,89800
1874,8074,501250000,58000,83600
1875,6786,457490000,38000,73000
1876,10094,424593000,48000,76600
1877,11834,713803000,34000,87300
1878,11881,527655000,45000,79200
1879,8455,569269000,49000,85400
1880,12718,568785000,28000,72800
1881,11497,510159000,38000,69600
1882,8548,482537000,46000,73200
1883,6618,749820000,47000,85200
1884,6116,561666000,70000,91400
1885,9319,400885000,52000,87900
1886,9607,742647000,56000,88600
1887,7038,767865000,59000,89700
1888,10929,463505000,24000,60800
1889,9610,506537000,48000,79300
1890,11207,767884000,31000,69700
1891,11701,502312000,79000,104400
1892,9132,305930000,52000,80800
1893,10755,413276000,58000,90600
1894,9838,588867000,55000,85800
1895,8351,146247000,41000,64400
1896,11255,749560000,76000,103900
1897,12551,606814000,18000,68500
1898,14115,431109000,71000,92500
1899,14157,643300000,50000,91100
1900,9396,498301000,46000,87400
1901,14723,417438000,30000,64200
1902,10438,648496000,57000,88600
1903,11869,396615000,39000,72000
1904,9584,285498000,35000,68700
1905,11129,422498000,43000,84300
1906,10001,269577000,54000,79300
1907,10428,591846000,39000,77400
1908,10856,357105000,50000,78300
1909,1851,411248000,53000,74700
1910,5344,495524000,79000,103600
1911,12080,555677000,41000,79800
1912,10956,379692000,68000,88900
1913,11781,397617000,39000,78100
1914,13407,532437000,45000,86800
1915,9119,473326000,61000,87600
1916,12011,696100000,52000,88400
1917,11356,170798000,52000,76600
1918,8744,686400000,52000,89800
1919,10710,398967000,62000,94500
1920,10441,526389000,49000,87200
1921,13710,525164000,53000,83800
1922,9036,587095000,66000,91700
1923,4918,683512000,48000,81800
1924,5218,551741000,53000,82100
1925,11007,790893000,35000,70200
1926,13588,605262000,68000,99800
1927,7844,745220000,37000,81100
1928,10497,583480000,41000,68600
1929,12535,639348000,56000,91200
1930,7986,466181000,72000,84600
1931,8926,757659000,54000,91000
1932,9550,304139000,64000,87800
1933,15804,510709000,37000,82000
1934,7097,514579000,64000,86600
1935,14547,422304000,62000,93200
1936,5643,497661000,44000,69300
1937,9943,621553000,43000,81000
1938,9936,533280000,52000,87700
1939,8138,544018000,83000,107600
1940,13181,632347000,65000,93000
1941,9907,341247000,71000,97900
1942,11008,544520000,62000,95100
1943,11702,333888000,53000,78500
1944,13661,501766000,32000,73900
1945,9125,591967000,37000,68200
1946,11254,361357000,63000,80300
1947,10133,360017000,32000,71300
1948,10766,602092000,64000,86800
1949,8232,631182000,58000,84700
1950,9210,399223000,44000,86800
1951,7885,512052000,57000,91700
1952,11462,452017000,63000,86100
1953,8769,478776000,31000,67600
1954,9498,611810000,58000,90200
1955,11494,346153000,52000,95200
1956,10602,678341000,60000,91000
1957,9963,617535000,40000,85000
1958,7509,511544000,48000,76900
1959,7318,540449000,56000,80400
1960,13450,420632000,53000,93700
1961,11480,713840000,67000,96900
1962,15327,616754000,61000,86700
1963,6209,396655000,44000,68700
1964,8480,569075000,56000,83400
1965,8723,517311000,72000,103900
1966,7339,517863000,64000,94600
1967,12128,690997000,48000,90200
1968,9803,697170000,61000,96700
1969,6999,416754000,44000,84500
1970,9705,404242000,66000,89100
1971,10409,511088000,58000,87300
1972,11606,473815000,48000,82300
1973,12685,583493000,49000,77800
1974,14212,740303000,40000,79900
1975,8257,266803000,32000,63600
1976,7596,715642000,51000,81500
1977,15403,410242000,40000,74700
1978,14558,516984000,64000,91100
1979,11145,608975000,68000,100900
1980,13728,513046000,40000,70400
1981,9681,750276000,47000,81700
1982,15517,873001000,69000,107600
1983,8347,562985000,52000,82400
1984,10412,422412000,49000,85800
1985,9291,474651000,53000,80200
1986,10762,560010000,35000,84600
1987,15559,540973000,62000,86900
1988,12661,749812000,53000,84100
1989,12175,641797000,73000,99900
1990,9761,425130000,41000,82900
1991,13403,444933000,58000,82500
1992,10950,405561000,68000,94200
1993,9779,374426000,50000,82800
1994,12832,626971000,59000,93200
1995,11443,714794000,12000,60800
1996,13067,347258000,58000,90000
1997,9622,491106000,49000,81900
1998,15090,563695000,19000,62800
1999,9491,654647000,39000,77800
2000,10412,735495000,34000,80600
2001,11994,428220000,53000,80500
2002,10656,792362000,43000,86800
2003,8065,470891000,37000,70100
2004,11766,791520000,41000,81600
2005,12273,720288000,59000,93000
2006,4397,528513000,47000,78900
2007,12402,460256000,46000,84000
2008,13763,290353000,59000,84500
2009,7946,349270000,53000,84300
2010,8195,576883000,43000,73000
2011,9650,511332000,40000,76900
2012,8696,486991000,60000,88000
2013,5770,553039000,61000,89400
2014,11767,592520000,35000,82300
2015,14772,582134000,45000,89100
2016,12289,409372000,46000,71600
2017,9321,596610000,44000,81400
2018,11742,400414000,57000,88500
2019,6732,425508000,48000,77800
2020,9333,507301000,32000,73100
2021,7747,407583000,53000,91300
2022,12985,389911000,47000,74100
2023,9672,330102000,56000,80000
2024,11354,514677000,40000,80900
2025,10551,666510000,71000,91700
2026,10584,377551000,51000,75800
2027,9500,478520000,46000,82200
2028,11368,601490000,33000,73900
2029,14722,431280000,43000,78000
2030,7470,644232000,59000,90500
2031,11322,577686000,33000,70800
2032,9816,407515000,34000,74700
2033,9683,476075000,61000,87500
2034,11278,733033000,61000,84300
2035,8844,232369000,41000,70200
2036,8297,608119000,47000,92000
2037,8887,668219000,55000,84700
2038,13943,667059000,58000,79700
2039,13299,540172000,65000,95400
2040,10813,630995000,55000,91000
2041,12656,555920000,36000,75000
2042,9662,657348000,42000,71600
2043,9927,459643000,29000,63200
2044,13783,211642000,46000,81300
2045,12103,596115000,52000,88100
2046,10747,335002000,26000,61900
2047,6866,506977000,39000,70700
2048,13048,369837000,55000,88400
2049,11222,543744000,32000,74400
2050,14772,668184000,51000,90000
2051,11151,487824000,73000,95600
2052,11818,443337000,38000,68000
2053,5393,473694000,62000,98400
2054,6424,541931000,46000,90600
2055,15306,309601000,40000,65900
2056,5728,574477000,60000,87900
2057,6198,591335000,45000,83200
2058,13932,410126000,46000,79000
2059,12946,586705000,69000,103400
2060,12031,747373000,47000,96900
2061,7073,614986000,71000,102100
2062,11621,197448000,50000,68200
2063,10868,596009000,51000,81000
2064,9280,367330000,40000,71400
2065,6136,443294000,67000,85800
2066,9468,494055000,53000,86800
2067,13048,545171000,42000,76700
2068,14815,506029000,56000,81500
2069,10540,323610000,45000,75800
2070,7674,615592000,56000,81400
2071,15000,457932000,58000,86700
2072,10890,406207000,32000,72200
2073,13440,474396000,54000,82500
2074,12739,772492000,59000,100200
2075,6177,607458000,46000,75100
2076,12519,258416000,66000,89800
2077,8844,576324000,41000,81600
2078,12425,828657000,54000,80600
2079,10049,606850000,57000,88500
2080,15299,532755000,61000,90000
2081,4547,518776000,53000,81400
2082,7597,695090000,51000,93300
2083,6806,658941000,69000,99800
2084,9611,394838000,66000,89300
2085,10676,576396000,60000,98500
2086,11392,585420000,73000,98000
2087,12061,522160000,48000,76600
2088,10065,526343000,42000,74100
2089,11740,369891000,20000,68700
2090,8408,572090000,37000,75800
2091,16194,619543000,51000,84800
2092,11443,436161000,51000,78300
2093,5516,637139000,37000,74700
2094,9401,680964000,63000,88700
2095,13461,513291000,62000,91100
2096,9567,390704000,40000,72400
2097,13017,599276000,56000,93000
2098,12022,484458000,41000,71900
2099,9828,525236000,45000,76400
2100,16006,697581000,36000,86100
2101,10059,412970000,66000,83100
2102,9236,619428000,58000,88600
2103,9495,579286000,52000,93900
2104,10123,480232000,35000,70600
2105,9603,342522000,42000,78800
2106,10403,350475000,47000,75200
2107,8621,496507000,66000,93100
2108,9298,515220000,56000,89400
2109,13062,362897000,71000,96700
2110,10048,508532000,48000,75300
2111,10660,615745000,52000,85200
2112,7835,613416000,57000,88500
2113,11339,406425000,42000,76100
2114,8285,145033000,52000,80200
2115,12204,432282000,62000,87300
2116,8021,507233000,39000,72400
2117,15285,575869000,75000,100000
2118,14014,612800000,42000,85000
2119,9310,434099000,46000,85200
2120,12756,588124000,69000,97600
2121,10154,551144000,51000,90100
2122,8351,727308000,53000,97500
2123,8781,405944000,54000,81800
2124,9880,306201000,23000,52400
2125,14783,690578000,54000,95300
2126,10188,361655000,46000,82700
2127,9708,480792000,45000,72400
2128,8663,537718000,52000,78400
2129,9318,367632000,80000,95300
2130,10612,558980000,54000,90000
2131,7475,618277000,42000,74200
2132,8457,631705000,43000,87400
2133,9527,590233000,44000,75000
2134,11938,566841000,68000,91700
2135,8019,397683000,53000,91100
2136,11084,374018000,52000,77900
2137,12775,464424000,45000,85300
2138,11449,456429000,68000,95400
2139,10870,423858000,40000,75600
2140,9323,489915000,66000,92600
2141,9125,500751000,42000,75000
2142,7911,542692000,79000,98000
2143,6546,564164000,40000,79000
2144,11738,200455000,67000,89400
2145,7270,597562000,35000,76700
2146,14417,890287000,63000,97900
2147,9049,589500000,56000,94700
2148,10779,672170000,43000,77300
2149,8579,438536000,69000,92800
2150,9551,525882000,46000,80300
2151,14586,446091000,42000,79200
2152,12418,604223000,37000,73800
2153,15645,298864000,67000,94500
2154,13019,392484000,61000,91100
2155,8591,318512000,52000,86800
2156,12919,387804000,51000,75600
2157,8698,481341000,55000,93200
2158,7758,385674000,54000,81600
2159,14632,360203000,45000,79300
2160,10796,531313000,58000,89100
2161,8518,430529000,50000,84800
2162,13847,562408000,60000,91000
2163,8719,571962000,60000,86700
2164,9527,379796000,68000,99600
2165,9925,502345000,62000,95900
2166,12748,501708000,65000,85800
2167,13222,553054000,44000,76000
2168,6711,651119000,56000,87600
2169,12279,470939000,81000,105400
2170,10471,547005000,67000,98300
2171,5967,458797000,50000,84200
2172,10687,536124000,59000,83100
2173,7573,706312000,27000,71400
2174,8657,656678000,62000,90400
2175,12254,749914000,29000,79400
2176,10117,668232000,60000,86300
2177,9962,486811000,62000,89600
2178,11503,398983000,26000,62800
2179,9754,526964000,59000,89800
2180,13857,653271000,51000,87900
2181,10314,826201000,50000,85600
2182,9084,518944000,54000,68300
2183,10666,322965000,61000,75200
2184,7993,430021000,59000,83100
2185,12485,571390000,47000,84000
2186,11230,759385000,58000,106300
2187,13899,509059000,48000,85600
2188,12106,378266000,56000,79500
2189,12180,223915000,58000,87600
2190,3993,768598000,49000,70500
2191,8580,344244000,68000,88100
2192,10878,307618000,49000,83600
2193,11281,534131000,51000,85300
2194,10627,513671000,49000,82900
2195,12252,339640000,40000,60100
2196,2867,592684000,71000,97000
2197,8661,453034000,28000,74800
2198,9990,546432000,31000,74900
2199,11070,287835000,61000,85000
2200,13913,391695000,50000,80400
2201,8982,477329000,38000,72900
2202,4172,581250000,54000,78800
2203,12085,455963000,34000,74600
2204,8483,584130000,51000,77600
2205,12666,537599000,52000,84800
2206,10820,448311000,56000,92300
2207,14128,605198000,38000,79600
2208,12644,208983000,60000,76200
2209,10173,444013000,66000,82900
2210,13541,708516000,61000,88400
2211,5749,687644000,39000,82800
2212,7540,654440000,49000,87100
2213,9700,709842000,95000,103400
2214,5823,560986000,45000,86700
2215,9141,596085000,62000,85100
2216,14409,627953000,49000,91100
2217,14566,497815000,54000,91700
2218,15953,438645000,58000,87400
2219,6978,825361000,58000,90800
2220,8933,557126000,44000,89300
2221,11722,529550000,62000,94400
2222,12397,611061000,63000,91200
2223,8846,520451000,42000,85000
2224,10249,627298000,58000,91000
2225,11548,462804000,36000,75500
2226,14025,349270000,35000,74700
2227,13156,506533000,52000,81500
2228,5913,514016000,52000,80500
2229,12853,478939000,58000,81700
2230,9237,503534000,36000,66900
2231,12656,612408000,41000,76500
2232,9658,489597000,73000,105000
2233,7979,464103000,67000,83000
2234,12362,668537000,64000,91700
2235,8713,406459000,43000,77800
2236,9801,518898000,56000,83700
2237,13595,426955000,70000,94900
2238,4336,580711000,62000,83900
2239,6462,446359000,67000,94900
2240,8154,484116000,36000,76500
2241,15817,629321000,50000,91900
2242,12211,477903000,55000,73200
2243,5101,528700000,54000,91200
2244,8347,444671000,29000,71600
2245,12144,287370000,35000,70000
2246,10761,576001000,54000,89100
2247,8427,457296000,58000,89000
2248,10049,534826000,54000,86100
2249,7276,458973000,43000,80100
2250,12612,586395000,68000,88800
2251,12644,712767000,36000,72300
2252,9297,575848000,70000,98200
2253,9796,482034000,51000,81600
2254,7754,346197000,56000,88000
2255,11534,466020000,44000,73300
2256,8529,548619000,65000,83100
2257,9526,604445000,54000,89100
2258,11707,523427000,48000,84800
2259,9288,649507000,51000,92400
2260,15831,518567000,34000,65000
2261,12233,414339000,41000,78600
2262,11642,508345000,53000,94700
2263,6968,654194000,48000,74900
2264,11762,427558000,72000,93000
2265,13120,404692000,27000,71900
2266,9671,554882000,37000,76700
2267,9721,626478000,46000,81200
2268,15726,813846000,59000,96700
2269,15361,496582000,60000,93400
2270,12676,749820000,52000,90000
2271,8993,684593000,37000,77800
2272,9583,764239000,69000,90000
2273,15019,445712000,40000,73800
2274,5341,630915000,72000,86900
2275,9812,443813000,47000,83800
2276,10305,540664000,61000,92500
2277,10976,835437000,42000,96500
2278,10830,399328000,44000,71700
2279,7172,532101000,57000,83000
2280,10100,445787000,37000,61400
2281,9427,561708000,37000,77100
2282,9233,396741000,49000,84200
2283,6064,420537000,48000,74300
2284,10287,230770000,69000,84400
2285,12410,377753000,54000,85700
2286,9527,360544000,55000,84800
2287,13406,490498000,29000,76400
2288,13105,209059000,46000,69800
2289,11344,490229000,56000,82600
2290,10533,714984000,77000,100900
2291,8532,544503000,42000,70000
2292,13359,504557000,20000,66000
2293,8453,536341000,53000,86500
2294,6621,499498000,59000,89800
2295,15500,386898000,56000,82500
2296,8921,341663000,55000,79700
2297,9669,489521000,49000,82100
2298,10243,311390000,58000,90100
2299,13354,378834000,66000,91300
2300,7350,626099000,64000,90600
2301,9754,643361000,62000,86500
2302,6405,529325000,36000,77900
2303,8934,512845000,44000,73000
2304,10791,632055000,72000,105400
2305,12193,456873000,59000,87300
2306,6983,487178000,58000,76100
2307,15245,681106000,50000,90100
2308,11989,631225000,64000,94600
2309,7225,253011000,46000,70700
2310,8694,485026000,52000,81000
2311,15033,627986000,60000,86700
2312,11242,617598000,56000,91300
2313,11645,608096000,30000,60300
2314,11100,563408000,75000,98900
2315,6960,551727000,52000,88600
2316,12878,331373000,37000,69900
2317,12609,450504000,52000,83300
2318,8074,506262000,25000,62700
2319,13706,559610000,54000,81000
2320,8595,469701000,54000,79500
2321,9616,520295000,52000,97700
2322,10532,604438000,50000,83300
2323,9568,753858000,64000,97300
2324,11996,476844000,29000,72200
2325,9630,485474000,34000,78000
2326,11886,361540000,19000,58500
2327,11837,346263000,53000,83600
2328,13211,457400000,66000,88300
2329,8182,529821000,61000,80400
2330,11956,515901000,54000,89900
2331,2985,742264000,53000,77100
2332,14705,556729000,37000,71500
2333,11873,426971000,22000,65500
2334,12204,551353000,55000,85500
2335,8773,447361000,58000,86700
2336,9298,353794000,40000,73700
2337,9323,623126000,47000,82600
2338,6183,409977000,68000,89800
2339,6683,420563000,50000,92600
2340,6564,385606000,45000,71400
2341,10632,657927000,35000,74600
2342,12742,507493000,36000,67800
2343,10370,549951000,29000,68900
2344,14058,530600000,65000,103600
2345,8891,364778000,71000,87700
2346,11641,570195000,73000,91800
2347,6870,505760000,81000,105100
2348,13113,657441000,30000,70100
2349,11679,574876000,47000,82600
2350,12526,500965000,55000,83000
2351,5759,359446000,51000,79600
2352,7721,270555000,65000,97900
2353,10776,390146000,19000,63800
2354,11326,413086000,25000,68100
2355,10968,593158000,59000,90000
2356,7716,647420000,54000,91000
2357,5042,423929000,32000,64800
2358,12376,412697000,37000,78600
2359,8133,646738000,61000,89900
2360,12730,331502000,35000,66200
2361,7863,428082000,62000,81400
2362,6534,342956000,51000,80700
2363,5290,490230000,53000,78800
2364,11426,259228000,28000,61500
2365,12479,613737000,50000,83900
2366,10531,623950000,28000,72800
2367,15005,627927000,46000,81300
2368,9978,427216000,47000,74500
2369,7508,671796000,50000,86500
2370,10666,476457000,85000,97000
2371,16430,467816000,52000,82200
2372,11274,397021000,42000,71600
2373,15972,440194000,57000,71900
2374,9095,330654000,21000,57300
2375,12337,340407000,64000,90700
2376,9705,598621000,46000,79500
2377,9133,272715000,60000,81400
2378,12972,461797000,35000,73700
2379,11996,307303000,46000,75100
2380,13623,541117000,48000,76200
2381,13309,707447000,61000,103400
2382,7613,483420000,36000,77300
2383,9200,389677000,54000,85200
2384,7763,503055000,67000,89300
2385,10912,509633000,38000,79300
2386,9759,255764000,62000,88300
2387,8186,533798000,53000,89100
2388,8430,633547000,57000,85900
2389,5506,591403000,62000,89000
2390,11402,551291000,49000,73300
2391,8092,521791000,46000,83000
2392,7133,663518000,36000,74700
2393,7501,557841000,69000,104400
2394,7783,378664000,59000,83800
2395,10964,340512000,43000,77300
2396,8299,345866000,48000,77400
2397,7622,459114000,55000,83500
2398,12354,529052000,53000,81900
2399,5894,407474000,52000,80700
2400,8487,587713000,44000,77100
2401,11910,465746000,79000,100400
2402,8558,540141000,38000,77600
2403,11210,630410000,56000,85500
2404,10873,578619000,42000,82200
2405,10818,568313000,65000,98100
2406,15372,552135000,51000,78500
2407,12963,375536000,21000,67900
2408,8737,458135000,30000,71400
2409,12482,719150000,44000,79500
2410,8457,404797000,36000,72900
2411,9303,504843000,37000,73700
2412,13542,571774000,26000,70000
2413,12633,654709000,58000,89700
2414,11886,440129000,45000,72500
2415,14840,362922000,40000,66400
2416,6518,444188000,70000,89700
2417,14747,489008000,32000,82600
2418,7823,442486000,33000,64900
2419,10207,282990000,65000,90700
2420,13298,628343000,63000,89500
2421,7850,446624000,69000,85900
2422,17300,525572000,64000,101200
2423,16479,342671000,68000,94200
2424,13079,402018000,59000,84800
2425,12599,602128000,56000,81100
2426,9292,384973000,18000,55600
2427,12217,658510000,65000,98800
2428,8929,316902000,60000,80800
2429,16362,569610000,52000,83800
2430,13290,403277000,52000,81300
2431,13727,701082000,60000,86300
2432,10709,505302000,68000,86900
2433,13164,756172000,71000,103400
2434,9505,454253000,64000,87500
2435,14108,735997000,40000,81100
2436,8818,368212000,56000,89000
2437,8554,361608000,48000,84000
2438,8212,445150000,20000,62000
2439,8443,256676000,35000,72900
2440,9735,288735000,52000,82800
2441,14118,566964000,49000,78500
2442,4299,501568000,54000,82800
2443,9620,523528000,40000,82100
2444,8508,630318000,73000,97900
2445,11695,514189000,54000,88800
2446,12731,450301000,35000,73100
2447,12332,307085000,31000,66000
2448,8633,278803000,61000,79700
2449,11516,630164000,34000,81200
2450,13627,306515000,50000,68600
2451,8166,344978000,58000,92100
2452,9417,489547000,45000,81100
2453,9607,749006000,53000,86200
2454,11815,535187000,68000,94300
2455,7821,198004000,49000,76900
2456,14207,458571000,50000,89200
2457,8583,594376000,42000,80800
2458,10979,823017000,56000,100700
2459,8841,635445000,40000,81000
2460,5206,419975000,43000,74200
2461,11374,451087000,46000,87300
2462,11708,506275000,71000,94100
2463,9504,557517000,57000,76500
2464,12738,679383000,39000,79900
2465,8100,574959000,63000,102400
2466,10820,514233000,72000,91300
2467,1613,214342000,70000,86600
2468,5852,595968000,71000,97400
2469,13849,429087000,42000,79800
2470,14956,507260000,49000,75800
2471,12084,335813000,58000,82100
2472,15982,459499000,51000,74600
2473,10265,510275000,59000,93700
2474,13361,610707000,19000,62300
2475,7102,284271000,65000,80900
2476,9769,458745000,29000,63100
2477,14532,560477000,36000,77100
2478,9729,501098000,42000,80400
2479,9200,574295000,52000,85900
2480,6243,369880000,56000,74000
2481,8690,627375000,64000,93600
2482,12479,532740000,61000,97700
2483,12034,558289000,59000,90800
2484,9412,584983000,45000,74400
2485,12304,435022000,46000,83800
2486,12368,638225000,72000,102500
2487,9746,449556000,36000,69300
2488,12923,603323000,34000,78300
2489,8659,665395000,63000,92100
2490,12916,667216000,47000,91100
2491,10630,623398000,57000,91000
2492,14349,514661000,60000,94800
2493,8735,412079000,47000,81700
2494,9999,461402000,58000,86500
2495,11037,462863000,56000,82700
2496,10769,398899000,53000,88500
2497,11331,399877000,43000,80800
2498,10507,679982000,48000,75200
2499,12558,594695000,33000,71500
2500,12471,698695000,42000,87300
2501,14563,335382000,57000,83500
2502,12623,356956000,61000,95100
2503,17224,671231000,51000,89600
2504,8872,397401000,54000,80700
2505,11579,334151000,55000,89100
2506,9585,371076000,27000,63300
2507,13754,439145000,43000,83500
2508,10406,664224000,63000,93200
2509,15291,522412000,31000,68400
2510,12307,226338000,44000,70000
2511,10992,901832000,63000,100100
2512,14481,551597000,44000,80500
2513,9671,304906000,57000,87500
2514,12511,723333000,53000,89000
2515,13252,303535000,56000,78500
2516,10797,611473000,44000,82200
2517,9189,303854000,30000,64000
2518,9994,431054000,46000,74900
2519,6023,728632000,75000,97900
2520,14478,509021000,47000,77600
2521,7548,409923000,55000,84700
2522,7925,510874000,47000,80100
2523,6380,476674000,45000,82400
2524,9593,564877000,66000,96000
2525,6145,595353000,63000,102200
2526,11282,385767000,44000,69200
2527,9890,502929000,27000,74900
2528,11191,558663000,62000,88700
2529,15439,527556000,41000,80300
2530,9586,559628000,49000,80100
2531,7849,626182000,47000,80000
2532,8853,566058000,50000,93700
2533,10738,449161000,49000,86400
2534,11687,682547000,56000,83100
2535,5371,563240000,46000,83900
2536,9266,468568000,70000,94300
2537,12143,545789000,32000,72800
2538,7230,508535000,63000,86300
2539,13524,502831000,62000,97400
2540,12853,483254000,45000,71700
2541,9468,447517000,30000,64600
2542,7760,659856000,52000,84200
2543,8508,664362000,66000,105400
2544,14365,395134000,71000,96000
2545,7529,490640000,56000,90400
2546,9910,636660000,54000,90700
2547,14798,597645000,56000,79700
2548,7270,507786000,50000,79800
2549,15125,497116000,45000,88500
2550,6884,355376000,50000,80900
2551,11095,536837000,45000,82100
2552,17030,543073000,39000,81000
2553,12852,406756000,60000,82800
2554,11540,329701000,56000,86400
2555,7128,675240000,51000,79800
2556,11476,421083000,32000,72100
2557,9973,639896000,43000,73500
2558,3859,423062000,53000,78500
2559,10040,488048000,71000,92900
2560,10185,477715000,36000,72700
2561,6801,533564000,59000,90800
2562,10745,402117000,56000,87000
2563,10330,413388000,44000,80200
2564,11560,451899000,39000,72200
2565,13162,429831000,66000,82000
2566,9670,582881000,62000,90200
2567,9016,610357000,44000,82500
2568,13393,578320000,45000,77800
2569,16409,597705000,51000,89600
2570,7963,642149000,46000,76800
2571,10635,228716000,53000,79300
2572,6103,213265000,51000,78200
2573,10123,161673000,67000,86600
2574,10029,533791000,50000,86100
2575,11578,650280000,56000,89900
2576,13160,512947000,34000,72300
2577,6676,479872000,61000,87200
2578,7377,507498000,37000,73500
2579,14878,485872000,52000,87300
2580,13618,274705000,44000,84100
2581,14579,233069000,59000,83600
2582,6266,732827000,54000,89800
2583,12061,719161000,60000,95600
2584,10356,487915000,44000,79300
2585,11573,454697000,64000,90600
2586,6574,426637000,71000,90600
2587,9539,606080000,53000,86800
2588,6713,529156000,53000,84900
2589,12784,672741000,43000,81200
2590,10672,711387000,56000,81700
2591,12232,414151000,47000,79700
2592,9587,554516000,48000,82900
2593,12730,588611000,52000,88100
2594,9825,627131000,42000,73900
2595,12897,673606000,36000,78100
2596,13834,231296000,45000,75100
2597,12247,697309000,67000,92600
2598,10534,537140000,31000,69900
2599,12781,467492000,56000,82600
2600,8325,594794000,59000,87100
2601,13450,642905000,56000,81600
2602,7641,722320000,61000,103000
2603,8124,556097000,54000,90200
2604,9965,487786000,39000,69400
2605,18169,612487000,53000,88500
2606,10684,815725000,58000,98000
2607,12893,480178000,50000,88200
2608,10980,645435000,64000,91800
2609,14340,521889000,39000,74800
